Timestamp,Production (kW)
12/16 08,20.64
12/16 09,21.13
12/16 10,16.43
12/16 11,13.95
12/16 12,12.32
12/16 13,6.21
12/16 14,1.58
12/16 15,0.00
12/16 16,0.00
12/16 17,0.00
12/16 18,0.00
12/16 19,0.00
12/16 20,0.00
12/16 21,0.00
12/16 22,0.00
12/16 23,0.00
12/17 00,0.00
12/17 01,0.00
12/17 02,3.61
12/17 03,13.12
12/17 04,23.83
12/17 05,33.52
12/17 06,38.07
12/17 07,41.35
12/17 08,45.27
12/17 09,40.52
12/17 10,30.25
12/17 11,21.40
12/17 12,14.26
12/17 13,5.32
12/17 14,0.00
12/17 15,0.00
12/17 16,0.00
12/17 17,0.00
12/17 18,0.00
12/17 19,0.00
12/17 20,0.00
12/17 21,0.00
12/17 22,0.00
12/17 23,0.00
12/18 00,0.00
12/18 01,0.63
12/18 02,4.81
12/18 03,9.43
12/18 04,23.01
12/18 05,49.83
12/18 06,57.93
12/18 07,56.49
12/18 08,51.32
12/18 09,44.30
12/18 10,32.60
12/18 11,10.36
12/18 12,3.15
12/18 13,1.28
12/18 14,0.00
12/18 15,0.00
12/18 16,0.00
12/18 17,0.00
12/18 18,0.00
12/18 19,0.00
12/18 20,0.00
12/18 21,0.00
12/18 22,0.00
12/18 23,0.00
12/19 00,0.00
12/19 01,0.38
12/19 02,4.80
12/19 03,16.70
12/19 04,31.42
12/19 05,43.12
12/19 06,55.07
12/19 07,66.98
12/19 08,62.58
12/19 09,52.42
12/19 10,51.23
12/19 11,39.77
12/19 12,28.60
12/19 13,16.41
12/19 14,1.86
12/19 15,0.00
12/19 16,0.00
12/19 17,0.00
12/19 18,0.00
12/19 19,0.00
12/19 20,0.00
12/19 21,0.00
12/19 22,0.00
12/19 23,0.00
12/20 00,0.00
12/20 01,0.55
12/20 02,3.96
12/20 03,18.35
12/20 04,41.07
12/20 05,60.01
12/20 06,72.52
12/20 07,78.95
12/20 08,80.25
12/20 09,76.81
12/20 10,68.22
12/20 11,53.77
12/20 12,33.73
12/20 13,12.67
12/20 14,1.38
12/20 15,0.00
12/20 16,0.00
12/20 17,0.00
12/20 18,0.00
12/20 19,0.00
12/20 20,0.00
12/20 21,0.00
12/20 22,0.00
12/20 23,0.00
12/21 00,0.00
12/21 01,0.55
12/21 02,4.05
12/21 03,17.87
12/21 04,39.32
12/21 05,57.28
12/21 06,69.50
12/21 07,76.00
12/21 08,77.30
12/21 09,73.75
12/21 10,65.00
12/21 11,50.90
12/21 12,32.05
12/21 13,12.55
12/21 14,1.75
12/21 15,0.00
12/21 16,0.00
12/21 17,0.00
12/21 18,0.00
12/21 19,0.00
12/21 20,0.00
12/21 21,0.00
12/21 22,0.00
12/21 23,0.00
12/22 00,0.00
12/22 01,0.63
12/22 02,4.48
12/22 03,19.01
12/22 04,39.45
12/22 05,55.88
12/22 06,67.09
12/22 07,54.95
12/22 08,38.70
12/22 09,45.25
12/22 10,47.54
12/22 11,39.23
12/22 12,27.20
12/22 13,12.35
12/22 14,2.80
12/22 15,0.00
12/22 16,0.00
12/22 17,0.00
12/22 18,0.00
12/22 19,0.00
12/22 20,0.00
12/22 21,0.00
12/22 22,0.00
12/22 23,0.00
12/23 00,0.00
12/23 01,0.00
12/23 02,1.07
12/23 03,3.87
12/23 04,7.44
12/23 05,11.00
12/23 06,13.63
12/23 07,13.89
12/23 08,14.29
12/23 09,15.35
12/23 10,14.12
12/23 11,11.64
12/23 12,8.20
12/23 13,4.00
12/23 14,0.95
12/23 15,0.00
12/23 16,0.00
12/23 17,0.00
12/23 18,0.00
12/23 19,0.00
12/23 20,0.00
12/23 21,0.00
12/23 22,0.00
12/23 23,0.00
12/24 00,0.00
12/24 01,0.00
12/24 02,1.54
12/24 03,5.85
12/24 04,11.54
12/24 05,15.23
12/24 06,16.56
12/24 07,17.56
12/24 08,17.27
12/24 09,17.37
12/24 10,17.23
12/24 11,14.67
12/24 12,10.15
12/24 13,4.66
12/24 14,1.09
12/24 15,0.00
12/24 16,0.00
12/24 17,0.00
12/24 18,0.00
12/24 19,0.00
12/24 20,0.00
12/24 21,0.00
12/24 22,0.00
12/24 23,0.00
12/25 00,0.00
12/25 01,0.00
12/25 02,1.33
12/25 03,4.45
12/25 04,7.52
12/25 05,10.07
12/25 06,12.15
12/25 07,14.23
12/25 08,14.95
12/25 09,14.82
12/25 10,14.33
12/25 11,11.67
12/25 12,8.47
12/25 13,4.94
12/25 14,1.46
12/25 15,0.00
12/25 16,0.00
12/25 17,0.00
12/25 18,0.00
12/25 19,0.00
12/25 20,0.00
12/25 21,0.00
12/25 22,0.00
12/25 23,0.00
12/26 00,0.00
12/26 01,0.00
12/26 02,4.12
12/26 03,14.22
12/26 04,27.90
12/26 05,37.96
12/26 06,37.40
12/26 07,33.30
12/26 08,32.35
12/26 09,29.87
12/26 10,22.35
12/26 11,11.02
12/26 12,3.78
12/26 13,2.84
12/26 14,1.20
12/26 15,0.00
12/26 16,0.00
12/26 17,0.00
12/26 18,0.00
12/26 19,0.00
12/26 20,0.00
12/26 21,0.00
12/26 22,0.00
12/26 23,0.00
12/27 00,0.00
12/27 01,0.35
12/27 02,4.45
12/27 03,14.07
12/27 04,25.35
12/27 05,33.77
12/27 06,35.23
12/27 07,30.88
12/27 08,37.40
12/27 09,48.52
12/27 10,43.51
12/27 11,35.80
12/27 12,28.05
12/27 13,13.05
12/27 14,2.37
12/27 15,0.00
12/27 16,0.00
12/27 17,0.00
12/27 18,0.00
12/27 19,0.00
12/27 20,0.00
12/27 21,0.00
12/27 22,0.00
12/27 23,0.00
12/28 00,0.00
12/28 01,0.45
12/28 02,4.21
12/28 03,15.43
12/28 04,32.42
12/28 05,49.70
12/28 06,62.50
12/28 07,67.23
12/28 08,65.04
12/28 09,61.39
12/28 10,54.68
12/28 11,43.48
12/28 12,29.64
12/28 13,12.80
12/28 14,2.01
12/28 15,0.00
12/28 16,0.00
12/28 17,0.00
12/28 18,0.00
12/28 19,0.00
12/28 20,0.00
12/28 21,0.00
12/28 22,0.00
12/28 23,0.00
12/29 00,0.00
12/29 01,0.66
12/29 02,3.51
12/29 03,16.89
12/29 04,39.02
12/29 05,57.87
12/29 06,70.59
12/29 07,77.52
12/29 08,79.15
12/29 09,75.56
12/29 10,66.80
12/29 11,52.52
12/29 12,33.03
12/29 13,12.81
12/29 14,1.72
12/29 15,0.00
12/29 16,0.00
12/29 17,0.00
12/29 18,0.00
12/29 19,0.00
12/29 20,0.00
12/29 21,0.00
12/29 22,0.00
12/29 23,0.00
12/30 00,0.00
12/30 01,0.00
12/30 02,3.18
12/30 03,7.51
12/30 04,6.71
12/30 05,10.01
12/30 06,24.10
12/30 07,39.29
12/30 08,49.77
12/30 09,48.22
12/30 10,34.52
12/30 11,22.53
12/30 12,15.98
12/30 13,9.25
12/30 14,2.52
12/30 15,0.00
12/30 16,0.00
12/30 17,0.00
12/30 18,0.00
12/30 19,0.00
12/30 20,0.00
12/30 21,0.00
12/30 22,0.00
12/30 23,0.00
12/31 00,0.00
12/31 01,0.00
12/31 02,2.93
12/31 03,10.75
12/31 04,18.88
12/31 05,29.38
12/31 06,34.77
12/31 07,30.65
12/31 08,37.43
12/31 09,51.33
12/31 10,56.68
12/31 11,53.29
12/31 12,36.67
12/31 13,14.65
12/31 14,2.82
12/31 15,0.00
12/31 16,0.00
12/31 17,0.00
12/31 18,0.00
12/31 19,0.00
12/31 20,0.00
12/31 21,0.00
12/31 22,0.00
12/31 23,0.00
