Timestamp,Production (kW),Load kW,Load kVA
10/19 01,0.0,248.8,267.3
10/19 02,0.0,239.0,256.7
10/19 03,4.18,232.0,249.2
10/19 04,20.07,230.2,247.3
10/19 05,42.79,229.9,246.9
10/19 06,61.73,236.0,253.5
10/19 07,74.47,251.7,270.3
10/19 08,81.57,252.6,271.3
10/19 09,83.34,260.3,279.5
10/19 10,79.56,263.5,283.0
10/19 11,70.52,260.5,279.8
10/19 12,55.87,297.1,319.2
10/19 13,35.64,284.3,305.4
10/19 14,13.77,264.1,283.7
10/19 15,1.64,263.6,288.9
10/19 16,0.0,261.8,305.6
10/19 17,0.0,268.3,288.2
10/19 18,0.0,327.0,408.5
10/19 19,0.0,331.7,404.9
10/19 20,0.0,295.3,317.2
10/19 21,0.0,287.2,308.5
10/19 22,0.0,273.1,305.6
10/19 23,0.0,256.7,296.5
10/20 00,0.0,249.6,268.0
10/20 01,0.0,243.6,261.7
10/20 02,0.0,243.4,261.4
10/20 03,2.88,250.6,269.1
10/20 04,7.42,248.6,267.0
10/20 05,17.73,265.7,285.4
10/20 06,29.03,298.4,320.5
10/20 07,33.83,299.4,321.5
10/20 08,42.77,289.5,310.9
10/20 09,53.86,294.1,315.8
10/20 10,51.22,295.2,317.1
10/20 11,31.01,295.0,316.9
10/20 12,21.47,283.9,305.0
10/20 13,20.97,283.9,305.0
10/20 14,8.43,283.9,305.0
10/20 15,0.0,283.9,338.8
10/20 16,0.0,283.9,305.0
10/20 17,0.0,283.9,308.0
10/20 18,0.0,283.9,305.0
10/20 19,0.0,283.9,335.1
10/20 20,0.0,283.9,327.9
10/20 21,0.0,283.9,314.4
10/20 22,0.0,283.9,305.0
10/20 23,0.0,283.9,305.0
10/21 00,0.0,283.9,305.0
10/21 01,0.0,283.9,305.0
10/21 02,0.0,283.9,305.0
10/21 03,1.82,283.9,305.0
10/21 04,7.68,283.9,305.0
10/21 05,11.75,283.9,305.0
10/21 06,20.1,283.9,305.0
10/21 07,18.4,283.9,305.0
10/21 08,29.4,283.9,305.0
10/21 09,49.14,283.9,305.0
10/21 10,51.78,283.9,305.0
10/21 11,51.33,283.9,305.0
10/21 12,33.71,283.9,305.0
10/21 13,17.52,283.9,305.0
10/21 14,8.47,283.9,305.0
10/21 15,2.0,283.9,305.0
10/21 16,0.0,283.9,358.8
10/21 17,0.0,283.9,305.0
10/21 18,0.0,283.9,338.8
10/21 19,0.0,283.9,305.0
10/21 20,0.0,283.9,321.0
10/21 21,0.0,283.9,346.5
10/21 22,0.0,283.9,305.0
10/21 23,0.0,283.9,358.8
10/22 00,0.0,283.9,305.0
10/22 01,0.0,283.9,305.0
10/22 02,0.0,283.9,305.0
10/22 03,3.27,283.9,305.0
10/22 04,12.07,283.9,305.0
10/22 05,24.02,283.9,305.0
10/22 06,34.2,283.9,305.0
10/22 07,47.12,283.9,305.0
10/22 08,47.12,283.9,305.0
10/22 09,46.44,283.9,305.0
10/22 10,44.1,283.9,305.0
10/22 11,46.27,283.9,305.0
10/22 12,58.37,283.9,305.0
10/22 13,42.36,283.9,305.0
10/22 14,16.7,283.9,305.0
10/22 15,2.15,283.9,327.9
10/22 16,0.0,283.9,350.5
10/22 17,0.0,283.9,305.0
10/22 18,0.0,283.9,305.0
10/22 19,0.0,283.9,331.5
10/22 20,0.0,283.9,342.6
10/22 21,0.0,283.9,305.0
10/22 22,0.0,283.9,335.1
10/22 23,0.0,283.9,308.0
10/23 00,0.0,283.9,305.0
10/23 01,0.0,283.9,305.0
10/23 02,0.0,283.9,305.0
10/23 03,4.09,283.9,305.0
10/23 04,16.62,283.9,305.0
10/23 05,32.0,283.9,305.0
10/23 06,49.55,283.9,305.0
10/23 07,61.03,283.9,305.0
10/23 08,69.24,283.9,305.0
10/23 09,74.33,283.9,305.0
10/23 10,65.93,283.9,305.0
10/23 11,56.78,283.9,305.0
10/23 12,44.0,283.9,305.0
10/23 13,27.27,283.9,305.0
10/23 14,11.97,283.9,305.0
10/23 15,1.97,283.9,305.0
10/23 16,0.0,283.9,354.6
10/23 17,0.0,283.9,305.0
10/23 18,0.0,283.9,305.0
10/23 19,0.0,283.9,305.0
10/23 20,0.0,283.9,305.0
10/23 21,0.0,283.9,354.6
10/23 22,0.0,283.9,350.5
10/23 23,0.0,283.9,305.0
10/24 00,0.0,283.9,305.0
10/24 01,0.0,283.9,305.0
10/24 02,0.0,283.9,305.0
10/24 03,4.09,283.9,305.0
10/24 04,17.32,283.9,305.0
10/24 05,36.1,283.9,305.0
10/24 06,52.89,283.9,305.0
10/24 07,65.71,283.9,305.0
10/24 08,73.25,283.9,305.0
10/24 09,74.58,283.9,305.0
10/24 10,70.5,283.9,305.0
10/24 11,60.9,293.7,315.4
10/24 12,47.3,329.2,353.6
10/24 13,30.6,323.3,347.2
10/24 14,12.72,287.3,308.6
10/24 15,1.93,266.4,314.5
10/24 16,0.0,269.9,289.9
10/24 17,0.0,271.4,310.1
10/24 18,0.0,301.9,324.3
10/24 19,0.0,337.5,385.6
10/24 20,0.0,307.7,363.2
10/24 21,0.0,303.8,383.8
10/24 22,0.0,294.9,316.8
10/24 23,0.0,269.2,289.2
10/25 00,0.0,256.5,275.5
10/25 01,0.0,250.5,269.1
10/25 02,0.0,253.6,272.4
10/25 03,4.18,246.4,264.7
10/25 04,18.61,254.0,272.8
10/25 05,37.66,262.3,281.8
10/25 06,55.15,285.2,306.3
10/25 07,67.87,297.9,320.0
10/25 08,68.21,280.8,301.6
10/25 09,61.55,285.0,306.2
10/25 10,55.52,281.4,302.3
10/25 11,47.7,291.8,313.4
10/25 12,33.34,307.0,329.8
10/25 13,17.26,300.4,322.7
10/25 14,5.45,284.1,305.1
10/25 15,0.0,278.7,315.1
10/25 16,0.0,275.8,336.6
10/25 17,0.0,282.4,303.3
10/25 18,0.0,323.2,347.1
10/25 19,0.0,339.4,396.3
10/25 20,0.0,266.9,286.7
10/25 21,0.0,254.3,290.6
10/25 22,0.0,240.3,258.2
10/25 23,0.0,221.1,237.5
10/26 00,0.0,215.9,231.9
10/26 01,0.0,213.4,229.2
10/26 02,0.0,205.1,220.3
10/26 03,4.15,202.8,217.9
10/26 04,15.39,191.4,205.5
10/26 05,30.56,196.6,211.2
10/26 06,44.81,195.5,210.0
10/26 07,54.11,201.7,216.7
10/26 08,58.54,201.7,216.7
10/26 09,63.49,213.6,229.4
10/26 10,64.26,216.7,232.8
10/26 11,56.27,213.4,229.2
10/26 12,46.45,249.1,267.6
10/26 13,32.08,254.6,273.5
10/26 14,13.78,234.8,252.2
10/26 15,2.49,230.6,247.7
10/26 16,0.0,225.8,282.0
10/26 17,0.0,232.4,287.0
10/26 18,0.0,259.9,279.1
10/26 19,0.0,293.1,314.8
10/26 20,0.0,261.0,280.3
10/26 21,0.0,239.4,285.7
10/26 22,0.0,227.2,246.5
10/26 23,0.0,212.3,228.0
10/27 00,0.0,204.5,219.6
10/27 01,0.0,200.2,215.0
10/27 02,0.0,197.3,211.9
10/27 03,4.2,202.9,217.9
10/27 04,16.74,205.2,220.4
10/27 05,32.15,232.0,249.2
10/27 06,41.21,250.2,268.7
10/27 07,50.85,251.5,270.2
10/27 08,61.55,255.3,274.3
10/27 09,60.87,259.3,278.5
10/27 10,50.73,263.5,283.1
10/27 11,39.16,282.1,303.0
10/27 12,26.96,324.3,348.4
10/27 13,13.02,324.3,348.3
10/27 14,3.15,294.0,315.8
10/27 15,0.0,290.3,311.8
10/27 16,0.0,295.8,317.8
10/27 17,0.0,279.6,300.3
10/27 18,0.0,309.8,332.7
10/27 19,0.0,337.5,362.5
10/27 20,0.0,303.2,325.7
10/27 21,0.0,285.9,307.1
10/27 22,0.0,267.6,287.4
10/27 23,0.0,252.6,271.3
10/28 00,0.0,243.3,261.3
10/28 01,0.0,241.9,259.8
10/28 02,1.0,237.1,254.7
10/28 03,5.84,233.6,250.9
10/28 04,19.3,240.4,258.2
10/28 05,36.12,250.4,269.0
10/28 06,39.95,279.7,300.4
10/28 07,34.87,311.7,334.8
10/28 08,38.77,280.6,301.4
10/28 09,46.72,279.6,300.4
10/28 10,47.68,290.8,312.4
10/28 11,45.75,294.4,316.2
10/28 12,37.95,323.6,347.5
10/28 13,18.37,322.0,345.9
10/28 14,2.93,305.6,328.2
10/28 15,0.0,291.4,329.5
10/28 16,0.0,277.3,297.8
10/28 17,0.0,259.7,279.0
10/28 18,0.0,296.2,331.4
10/28 19,0.0,333.4,361.7
10/28 20,0.0,292.5,317.3
10/28 21,0.0,277.7,320.7
10/28 22,0.0,268.2,294.0
10/28 23,0.0,251.8,276.0
10/29 00,0.0,243.0,261.0
10/29 01,0.0,233.2,250.5
10/29 02,2.53,227.9,244.8
10/29 03,12.75,228.6,245.6
10/29 04,29.97,229.8,246.8
10/29 05,51.77,240.6,258.5
10/29 06,67.71,265.4,285.1
10/29 07,72.98,285.3,306.4
10/29 08,76.55,274.3,294.7
10/29 09,73.47,323.6,347.6
10/29 10,63.96,293.4,315.1
10/29 11,52.63,303.0,325.5
10/29 12,34.9,314.7,338.0
10/29 13,14.52,307.8,330.6
10/29 14,2.57,292.2,313.9
10/29 15,0.0,287.8,309.1
10/29 16,0.0,281.9,302.8
10/29 17,0.0,276.7,297.3
10/29 18,0.0,318.0,341.6
10/29 19,0.0,340.6,365.9
10/29 20,0.0,307.2,330.0
10/29 21,0.0,285.9,307.1
10/29 22,0.0,275.3,336.0
10/29 23,0.0,262.1,281.6
10/30 00,0.0,248.7,267.1
10/30 01,0.0,241.6,259.6
10/30 02,1.05,232.1,249.2
10/30 03,4.87,237.5,255.1
10/30 04,12.28,238.8,256.5
10/30 05,16.19,253.0,271.8
10/30 06,18.93,283.3,304.3
10/30 07,19.31,310.4,333.4
10/30 08,20.69,291.2,312.8
10/30 09,26.55,338.7,363.8
10/30 10,22.6,315.2,338.6
10/30 11,17.37,317.5,341.0
10/30 12,11.38,332.7,357.3
10/30 13,2.77,314.4,337.7
10/30 14,0.0,297.2,319.2
10/30 15,0.0,289.4,334.3
10/30 16,0.0,285.7,316.4
10/30 17,0.0,274.2,320.2
10/30 18,0.0,307.6,384.1
10/30 19,0.0,340.5,377.1
10/30 20,0.0,307.1,358.5
10/30 21,0.0,282.7,316.3
10/30 22,0.0,265.2,284.9
10/30 23,0.0,254.8,294.3
10/31 00,0.0,243.5,261.6
10/31 01,0.0,236.4,253.9
10/31 02,2.4,237.6,255.2
10/31 03,11.08,242.6,260.6
10/31 04,28.08,244.9,263.0
10/31 05,47.77,257.1,276.2
10/31 06,55.07,272.5,292.7
10/31 07,55.66,286.2,307.4
10/31 08,53.62,263.8,283.4
10/31 09,47.68,270.4,290.4
10/31 10,41.34,283.8,304.8
10/31 11,31.15,290.9,312.5
10/31 12,18.07,309.4,332.4
10/31 13,5.02,302.7,325.2
10/31 14,0.0,271.2,291.3
10/31 15,0.0,271.9,335.7
10/31 16,0.0,271.3,291.4
10/31 17,0.0,270.4,305.7
10/31 18,0.0,303.7,326.3
10/31 19,0.0,323.7,347.7
10/31 20,0.0,292.5,345.3
10/31 21,0.0,286.4,307.6
10/31 22,0.0,276.0,336.9
10/31 23,0.0,265.3,285.0
11/01 00,0.0,254.9,273.8
11/01 01,0.0,244.5,262.6
11/01 02,2.52,243.6,261.6
11/01 03,15.09,243.2,261.2
11/01 04,34.14,243.3,261.3
11/01 05,42.44,246.6,264.9
11/01 06,38.2,254.5,273.4
11/01 07,34.9,272.1,292.3
11/01 08,32.6,265.6,285.3
11/01 09,34.28,268.8,288.8
11/01 10,28.39,266.6,286.4
11/01 11,21.1,275.7,296.1
11/01 12,17.13,285.5,306.6
11/01 13,4.7,287.0,308.3
11/01 14,0.0,270.9,291.0
11/01 15,0.0,265.5,300.2
11/01 16,0.0,269.4,328.8
11/01 17,0.0,263.0,303.8
11/01 18,0.0,294.6,322.9
11/01 19,0.0,319.5,365.0
11/01 20,0.0,294.6,355.6
11/01 21,0.0,281.8,356.1
11/01 22,0.0,275.6,314.9
11/01 23,0.0,260.6,279.9
11/02 00,0.0,249.5,268.0
11/02 01,0.0,232.7,249.9
11/02 02,3.48,223.1,239.6
11/02 03,17.75,222.6,239.1
11/02 04,37.57,223.5,240.0
11/02 05,52.72,214.7,230.6
11/02 06,63.07,225.8,242.5
11/02 07,67.48,252.9,271.6
11/02 08,67.24,260.2,279.5
11/02 09,68.14,251.3,269.9
11/02 10,62.62,244.0,262.0
11/02 11,49.6,258.1,277.3
11/02 12,34.77,274.2,294.5
11/02 13,15.65,262.7,282.1
11/02 14,2.68,258.4,277.6
11/02 15,0.0,252.5,271.2
11/02 16,0.0,237.3,254.9
11/02 17,0.0,249.3,287.9
11/02 18,0.0,293.7,315.4
11/02 19,0.0,316.4,357.7
11/02 20,0.0,296.4,342.4
11/02 21,0.0,277.1,342.2
11/02 22,0.0,264.6,302.4
11/02 23,0.0,253.4,280.6
11/03 00,0.0,241.4,259.3
11/03 01,0.0,231.1,248.3
11/03 02,0.69,240.7,258.5
11/03 03,2.65,234.2,251.6
11/03 04,6.74,237.7,255.3
11/03 05,13.08,245.2,263.3
11/03 06,17.1,280.9,301.7
11/03 07,21.86,279.4,300.1
11/03 08,26.15,254.0,272.8
11/03 09,27.2,246.5,264.8
11/03 10,23.37,250.4,268.9
11/03 11,15.32,256.0,274.9
11/03 12,11.3,273.8,294.1
11/03 13,6.58,271.2,291.3
11/03 14,1.48,259.4,278.7
11/03 15,0.0,240.6,304.0
11/03 16,0.0,228.6,248.1
11/03 17,0.0,227.9,244.8
11/03 18,0.0,280.3,304.2
11/03 19,0.0,309.8,354.1
11/03 20,0.0,275.0,295.3
11/03 21,0.0,260.1,303.7
11/03 22,0.0,243.2,261.2
11/03 23,0.0,224.1,264.5
11/04 00,0.0,216.7,232.8
11/04 01,0.0,206.3,221.5
11/04 02,3.18,205.0,220.2
11/04 03,12.16,208.9,224.4
11/04 04,23.83,218.4,234.6
11/04 05,38.54,231.4,248.6
11/04 06,49.35,254.6,273.5
11/04 07,52.1,244.0,262.1
11/04 08,55.73,237.8,255.4
11/04 09,55.67,235.1,252.5
11/04 10,49.3,250.5,269.0
11/04 11,34.22,249.6,268.1
11/04 12,15.26,264.2,283.8
11/04 13,4.08,250.2,268.7
11/04 14,0.0,240.6,258.4
11/04 15,0.0,249.9,295.0
11/04 16,0.0,235.6,290.8
11/04 17,0.0,238.2,255.8
11/04 18,0.0,286.2,320.2
11/04 19,0.0,322.4,402.6
11/04 20,0.0,298.0,320.1
11/04 21,0.0,278.6,344.0
11/04 22,0.0,264.4,284.0
11/04 23,0.0,251.7,270.4
11/05 00,0.0,240.6,258.4
11/05 01,0.0,234.6,252.0
11/05 02,3.79,238.0,255.6
11/05 03,16.85,242.2,260.1
11/05 04,44.71,242.5,260.5
11/05 05,65.91,252.2,270.9
11/05 06,59.55,277.3,297.9
11/05 07,57.42,265.4,285.0
11/05 08,55.72,269.1,289.0
11/05 09,43.85,267.9,287.7
11/05 10,37.26,274.9,295.3
11/05 11,25.6,285.1,306.3
11/05 12,9.9,298.0,320.1
11/05 13,1.11,288.0,309.4
11/05 14,0.0,266.7,286.5
11/05 15,0.0,259.3,278.6
11/05 16,0.0,254.2,273.0
11/05 17,0.0,270.8,290.8
11/05 18,0.0,293.4,315.1
11/05 19,0.0,331.1,366.7
11/05 20,0.0,297.5,319.5
11/05 21,0.0,285.6,306.8
11/05 22,0.0,267.6,287.5
11/05 23,0.0,258.6,277.7
11/06 00,0.0,250.5,269.1
11/06 01,0.0,240.0,257.8
11/06 02,2.13,239.1,256.9
11/06 03,10.78,243.1,261.1
11/06 04,23.74,247.3,265.7
11/06 05,39.05,256.8,275.8
11/06 06,51.05,284.9,306.0
11/06 07,54.59,275.6,296.1
11/06 08,51.37,261.4,280.7
11/06 09,42.36,263.3,282.8
11/06 10,34.73,264.0,283.5
11/06 11,24.5,261.3,280.7
11/06 12,11.18,285.6,306.8
11/06 13,2.93,268.2,288.1
11/06 14,0.0,251.5,270.1
11/06 15,0.0,253.9,287.1
11/06 16,0.0,246.2,264.5
11/06 17,0.0,258.2,277.3
11/06 18,0.0,272.6,292.8
11/06 19,0.0,328.2,352.5
11/06 20,0.0,281.3,302.2
11/06 21,0.0,264.3,283.9
11/06 22,0.0,254.7,294.2
11/06 23,0.0,239.0,288.5
11/07 00,0.0,230.3,247.3
11/07 01,0.0,227.3,244.1
11/07 02,4.15,227.5,244.3
11/07 03,19.75,234.7,252.1
11/07 04,42.43,235.3,252.8
11/07 05,61.86,247.0,265.3
11/07 06,75.19,273.2,293.4
11/07 07,82.81,259.1,278.3
11/07 08,84.84,254.1,273.0
11/07 09,81.76,259.1,278.3
11/07 10,73.67,252.5,271.3
11/07 11,59.3,250.5,269.1
11/07 12,38.98,253.9,272.7
11/07 13,16.24,247.3,265.6
11/07 14,2.4,239.9,257.7
11/07 15,0.0,233.2,258.2
11/07 16,0.0,224.0,267.3
11/07 17,0.0,242.3,282.9
11/07 18,0.0,269.5,304.7
11/07 19,0.0,316.4,399.8
11/07 20,0.0,277.8,298.4
11/07 21,0.0,264.2,283.8
11/07 22,0.0,255.0,282.3
11/07 23,0.0,248.1,266.5
11/08 00,0.0,231.6,248.8
11/08 01,0.0,224.1,240.7
11/08 02,3.85,225.5,242.2
11/08 03,19.37,227.3,244.1
11/08 04,42.2,232.6,249.8
11/08 05,61.52,241.2,259.0
11/08 06,74.81,275.2,295.6
11/08 07,82.03,252.8,271.6
11/08 08,83.85,248.5,267.0
11/08 09,80.93,244.4,262.5
11/08 10,72.65,236.9,254.4
11/08 11,58.52,244.0,262.0
11/08 12,38.65,270.4,290.5
11/08 13,16.03,256.0,275.0
11/08 14,2.35,237.3,254.9
11/08 15,0.0,226.5,279.6
11/08 16,0.0,234.3,251.7
11/08 17,0.0,245.6,303.2
11/08 18,0.0,277.4,346.4
11/08 19,0.0,316.6,365.6
11/08 20,0.0,286.6,307.8
11/08 21,0.0,267.7,293.5
11/08 22,0.0,263.3,332.7
11/08 23,0.0,249.8,308.4
11/09 00,0.0,249.2,267.6
11/09 01,0.0,239.6,257.3
11/09 02,3.75,228.3,245.2
11/09 03,18.5,228.6,245.6
11/09 04,40.25,232.1,249.3
11/09 05,58.82,220.6,236.9
11/09 06,71.83,225.8,242.5
11/09 07,78.69,247.5,265.9
11/09 08,79.76,260.5,279.8
11/09 09,76.12,257.0,276.1
11/09 10,67.54,274.2,294.5
11/09 11,54.2,275.6,296.0
11/09 12,35.6,297.7,319.8
11/09 13,14.71,256.2,275.2
11/09 14,2.3,256.1,275.1
11/09 15,0.0,250.2,298.6
11/09 16,0.0,245.3,263.4
11/09 17,0.0,262.9,297.3
11/09 18,0.0,294.1,315.9
11/09 19,0.0,330.1,385.4
11/09 20,0.0,301.6,324.0
11/09 21,0.0,278.0,298.6
11/09 22,0.0,265.8,285.5
11/09 23,0.0,253.0,280.1
11/10 00,0.0,238.8,256.5
11/10 01,0.0,236.5,254.1
11/10 02,2.23,240.0,257.8
11/10 03,11.2,238.4,256.1
11/10 04,24.55,242.3,260.3
11/10 05,35.68,250.2,268.7
11/10 06,44.19,279.8,300.6
11/10 07,45.5,255.0,273.9
11/10 08,41.83,261.9,281.3
11/10 09,34.46,266.2,286.0
11/10 10,25.85,285.9,307.1
11/10 11,21.6,293.8,315.6
11/10 12,14.67,300.0,322.2
11/10 13,5.16,288.5,309.9
11/10 14,0.0,274.7,295.1
11/10 15,0.0,278.2,298.9
11/10 16,0.0,268.4,339.2
11/10 17,0.0,255.7,298.6
11/10 18,0.0,294.1,351.0
11/10 19,0.0,343.5,368.9
11/10 20,0.0,312.2,335.3
11/10 21,0.0,306.6,336.1
11/10 22,0.0,287.8,309.1
11/10 23,0.0,265.9,336.0
11/11 00,0.0,253.7,272.5
11/11 01,0.0,248.0,266.4
11/11 02,4.92,243.7,261.8
11/11 03,21.75,248.0,266.4
11/11 04,46.75,245.4,263.6
11/11 05,67.51,237.2,254.8
11/11 06,80.65,247.4,265.7
11/11 07,61.93,258.4,277.5
11/11 08,36.44,267.6,287.4
11/11 09,33.93,268.6,288.5
11/11 10,25.18,266.5,286.2
11/11 11,15.08,271.2,291.3
11/11 12,10.17,301.9,324.3
11/11 13,5.17,286.4,307.6
11/11 14,0.79,270.4,290.4
11/11 15,0.0,258.3,277.5
11/11 16,0.0,262.8,282.3
11/11 17,0.0,267.6,315.9
11/11 18,0.0,285.7,326.5
11/11 19,0.0,329.1,353.5
11/11 20,0.0,304.1,326.7
11/11 21,0.0,280.1,300.8
11/11 22,0.0,266.6,286.4
11/11 23,0.0,247.7,305.8
11/12 00,0.0,243.4,261.5
11/12 01,0.0,233.1,250.3
11/12 02,1.32,233.7,251.0
11/12 03,2.7,236.4,253.9
11/12 04,3.67,236.9,254.5
11/12 05,5.48,246.7,265.0
11/12 06,6.85,285.4,306.5
11/12 07,8.33,283.3,304.3
11/12 08,36.73,287.6,308.9
11/12 09,65.2,280.3,301.1
11/12 10,70.75,295.0,316.9
11/12 11,58.48,302.4,324.8
11/12 12,35.5,316.9,340.4
11/12 13,18.18,305.1,327.8
11/12 14,2.52,285.9,307.1
11/12 15,0.0,280.5,317.1
11/12 16,0.0,280.1,300.9
11/12 17,0.0,270.6,290.7
11/12 18,0.0,295.0,316.8
11/12 19,0.0,338.6,399.6
11/12 20,0.0,306.6,374.3
11/12 21,0.0,293.2,314.9
11/12 22,0.0,271.2,338.7
11/12 23,0.0,256.0,292.5
11/13 00,0.0,248.2,266.6
11/13 01,0.0,242.3,260.2
11/13 02,3.58,240.5,258.4
11/13 03,12.67,246.7,264.9
11/13 04,28.59,245.5,263.7
11/13 05,49.12,261.5,280.9
11/13 06,45.35,298.8,320.9
11/13 07,47.68,280.8,301.6
11/13 08,64.35,279.5,300.2
11/13 09,50.07,303.4,325.8
11/13 10,43.81,310.5,333.5
11/13 11,40.62,307.6,330.4
11/13 12,16.33,323.2,347.2
11/13 13,1.67,322.4,346.3
11/13 14,0.0,309.0,331.9
11/13 15,0.0,291.4,355.6
11/13 16,0.0,287.5,308.8
11/13 17,0.0,267.3,322.6
11/13 18,0.0,298.5,320.6
11/13 19,0.0,345.5,371.1
11/13 20,0.0,314.3,337.6
11/13 21,0.0,296.6,362.0
11/13 22,0.0,288.1,312.6
11/13 23,0.0,265.2,323.7
11/14 00,0.0,251.7,270.3
11/14 01,0.0,246.5,264.8
11/14 02,4.77,252.5,271.2
11/14 03,23.15,247.5,265.8
11/14 04,49.53,251.4,270.0
11/14 05,69.35,257.2,276.3
11/14 06,82.02,292.7,314.4
11/14 07,63.92,288.9,310.3
11/14 08,38.48,261.8,281.2
11/14 09,38.47,260.6,279.9
11/14 10,34.83,259.6,278.9
11/14 11,26.79,272.1,292.3
11/14 12,18.51,324.6,348.6
11/14 13,8.22,311.7,334.8
11/14 14,1.31,292.1,313.7
11/14 15,0.0,277.6,327.7
11/14 16,0.0,281.5,302.3
11/14 17,0.0,271.8,292.0
11/14 18,0.0,300.5,329.4
11/14 19,0.0,350.9,376.9
11/14 20,0.0,308.3,331.1
11/14 21,0.0,293.1,314.9
11/14 22,0.0,287.0,308.2
11/14 23,0.0,273.4,293.7
11/15 00,0.0,265.4,285.1
11/15 01,0.0,255.8,274.7
11/15 02,0.67,252.9,271.7
11/15 03,2.63,260.4,279.7
11/15 04,5.59,260.7,280.0
11/15 05,8.28,255.3,274.2
11/15 06,10.42,292.6,314.3
11/15 07,12.15,282.7,303.6
11/15 08,12.17,274.9,295.2
11/15 09,11.23,262.0,281.4
11/15 10,10.01,262.0,281.4
11/15 11,7.85,267.9,287.7
11/15 12,4.96,293.8,315.6
11/15 13,2.05,277.7,298.3
11/15 14,0.37,268.0,287.9
11/15 15,0.0,266.4,286.1
11/15 16,0.0,261.9,284.1
11/15 17,0.0,268.6,288.5
11/15 18,0.0,294.9,326.6
11/15 19,0.0,359.5,406.5
11/15 20,0.0,322.8,385.2
11/15 21,0.0,313.6,336.8
11/15 22,0.0,305.8,338.6
11/15 23,0.0,293.8,354.6
11/16 00,0.0,283.0,304.0
11/16 01,0.0,272.1,292.3
11/16 02,2.73,271.4,291.5
11/16 03,12.8,267.8,287.6
11/16 04,14.95,256.5,275.5
11/16 05,16.72,240.8,258.7
11/16 06,24.27,250.9,269.5
11/16 07,29.52,262.4,281.8
11/16 08,35.19,270.6,290.6
11/16 09,41.89,296.4,318.3
11/16 10,39.43,298.2,320.3
11/16 11,30.1,304.0,326.6
11/16 12,29.18,325.8,349.9
11/16 13,16.27,303.7,326.2
11/16 14,2.01,294.2,316.0
11/16 15,0.0,289.2,361.1
11/16 16,0.0,285.8,307.0
11/16 17,0.0,290.2,311.7
11/16 18,0.0,313.7,337.0
11/16 19,0.0,354.0,380.2
11/16 20,0.0,316.8,391.1
11/16 21,0.0,297.7,359.2
11/16 22,0.0,277.8,298.4
11/16 23,0.0,258.3,295.1
11/17 00,0.0,256.4,275.4
11/17 01,0.0,244.6,262.8
11/17 02,2.67,249.2,267.7
11/17 03,6.95,247.8,266.2
11/17 04,15.24,252.9,271.6
11/17 05,22.45,260.2,279.5
11/17 06,27.09,299.1,321.3
11/17 07,34.68,283.3,304.3
11/17 08,28.35,292.7,314.4
11/17 09,21.52,302.5,324.9
11/17 10,33.3,306.8,329.6
11/17 11,35.88,309.5,332.5
11/17 12,24.44,321.6,345.5
11/17 13,11.72,322.6,346.5
11/17 14,1.88,305.5,328.1
11/17 15,0.0,307.2,329.9
11/17 16,0.0,303.2,325.6
11/17 17,0.0,283.6,304.6
11/17 18,0.0,317.5,355.2
11/17 19,0.0,362.4,393.2
11/17 20,0.0,317.0,400.6
11/17 21,0.0,303.6,350.6
11/17 22,0.0,284.3,305.4
11/17 23,0.0,266.8,286.6
11/18 00,0.0,252.2,270.9
11/18 01,0.0,247.1,265.4
11/18 02,2.43,248.6,267.1
11/18 03,5.4,253.7,272.5
11/18 04,11.25,255.0,273.9
11/18 05,25.77,259.4,278.7
11/18 06,39.15,298.5,320.6
11/18 07,41.27,294.5,316.3
11/18 08,23.2,297.8,319.9
11/18 09,19.31,304.6,327.1
11/18 10,34.02,311.2,334.2
11/18 11,30.36,315.9,339.3
11/18 12,17.09,332.9,357.6
11/18 13,6.12,320.8,344.5
11/18 14,1.49,311.6,334.7
11/18 15,0.0,312.5,335.6
11/18 16,0.0,299.3,321.5
11/18 17,0.0,291.5,347.9
11/18 18,0.0,319.6,343.3
11/18 19,0.0,355.7,382.1
11/18 20,0.0,319.1,342.8
11/18 21,0.0,310.3,333.3
11/18 22,0.0,293.3,324.8
11/18 23,0.0,275.1,295.5
11/19 00,0.0,266.2,285.9
11/19 01,0.0,255.5,274.5
11/19 02,4.95,257.6,276.7
11/19 03,22.32,259.3,278.5
11/19 04,37.05,256.1,275.1
11/19 05,32.46,265.0,284.6
11/19 06,22.2,304.5,327.0
11/19 07,30.5,294.7,316.5
11/19 08,36.69,293.2,314.9
11/19 09,40.73,295.8,317.7
11/19 10,41.67,309.0,331.9
11/19 11,34.65,312.6,335.8
11/19 12,25.3,329.7,354.1
11/19 13,8.89,323.6,347.6
11/19 14,2.64,317.0,340.5
11/19 15,0.0,309.1,332.1
11/19 16,0.0,301.6,352.2
11/19 17,0.0,282.7,303.7
11/19 18,0.0,303.6,370.6
11/19 19,0.0,341.3,390.0
11/19 20,0.0,315.4,338.7
11/19 21,0.0,295.8,331.0
11/19 22,0.0,280.7,301.5
11/19 23,0.0,256.9,276.0
11/20 00,0.0,251.2,269.8
11/20 01,0.0,246.0,264.3
11/20 02,3.25,233.1,250.4
11/20 03,12.87,237.0,254.6
11/20 04,26.8,240.4,258.3
11/20 05,38.97,249.2,267.7
11/20 06,44.27,281.5,302.3
11/20 07,50.25,292.1,313.7
11/20 08,55.9,286.2,307.4
